log_price,accommodates,bathrooms,cleaning_fee,latitude,longitude,number_of_reviews,review_scores_rating,bedrooms,beds
3.401197382,1,1.0,True,38.93486271,-76.96500135,5,92.0,1.0,1.0
3.912023005,1,1.0,True,40.87132947,-73.91562423,48,97.0,1.0,1.0
4.927253685,5,1.0,True,34.09406365,-118.3646056,2,100.0,1.0,3.0
4.605170186,4,1.0,True,40.64298263,-73.89035046,73,97.0,1.0,2.0
5.370638028,6,1.5,True,34.06015098,-118.3967434,2,80.0,3.0,3.0
4.369447852,2,1.0,True,33.99594999,-118.4539671,3,60.0,1.0,1.0
4.941642423,2,1.0,False,34.04241383,-117.7520806,3,93.0,1.0,1.0
5.616771098,4,1.0,True,33.86154706,-118.3999757,21,95.0,1.0,1.0
5.135798437,2,2.0,True,40.7160833,-73.99106898,1,100.0,1.0,1.0
5.010635294,2,1.0,True,33.99671422,-118.4743343,60,97.0,1.0,1.0
4.828313737,4,2.0,True,34.06999741,-118.3577328,7,89.0,2.0,2.0
4.997212274,2,1.0,True,40.71243443,-73.96008134,10,92.0,0.0,1.0
3.663561646,2,1.0,True,33.99619135,-118.3260295,3,100.0,1.0,1.0
4.094344562,2,1.0,True,34.0779953,-118.3754951,9,85.0,1.0,1.0
4.605170186,3,1.0,True,40.63395107,-73.94714719,4,85.0,1.0,1.0
5.003946306,5,1.0,True,42.34720363,-71.0603208,1,80.0,1.0,3.0
5.521460918,4,1.0,True,37.75724642,-122.4093147,43,91.0,2.0,3.0
4.234106505,2,1.0,True,33.99247567,-118.4605938,19,93.0,0.0,1.0
5.703782475,4,2.0,True,37.76451504,-122.4271768,34,100.0,2.0,2.0
4.127134385,2,1.0,True,40.66116882,-73.96082773,51,90.0,1.0,2.0
5.393627546,2,1.0,False,40.66317126,-73.95273598,1,100.0,1.0,1.0
4.48863637,2,1.0,True,40.7860169,-73.97728619,85,96.0,1.0,1.0
4.025351691,1,1.0,True,40.79466453,-73.93683171,2,100.0,1.0,1.0
4.86753445,4,1.0,True,40.68383482,-73.92226459,84,98.0,1.0,2.0
5.393627546,4,1.0,True,40.68344161,-73.99330093,49,96.0,1.0,2.0
5.703782475,5,2.0,True,37.76143282,-122.3979173,11,96.0,2.0,4.0
5.010635294,4,1.0,True,40.74609629,-73.92145867,1,80.0,1.0,1.0
4.219507705,1,1.5,True,34.10577277,-118.2717671,15,99.0,1.0,1.0
4.941642423,4,1.0,False,40.76951831,-73.94891754,4,95.0,1.0,2.0
4.219507705,2,1.0,False,34.10416315,-118.3049737,70,87.0,1.0,1.0
5.075173815,4,1.0,True,40.6908997,-73.95333232,11,87.0,1.0,1.0
3.828641396,1,1.0,True,40.65858923,-73.98192762,17,93.0,1.0,1.0
3.610917913,2,1.0,True,40.69690051,-73.92626733,2,100.0,1.0,1.0
4.828313737,3,1.0,True,38.90767567,-77.01205798,22,96.0,1.0,1.0
4.317488114,2,1.0,True,38.912259,-77.04069747,8,90.0,1.0,1.0
4.317488114,2,1.0,False,40.8805746,-73.9110881,3,100.0,1.0,1.0
5.036952602,6,1.0,True,42.004864,-87.66249822,42,97.0,3.0,3.0
4.49980967,2,1.0,True,34.09248092,-118.3627485,1,80.0,1.0,1.0
3.688879454,4,1.5,True,40.62040486,-73.92943404,5,84.0,1.0,2.0
4.828313737,2,1.0,True,40.7186736,-73.95569866,9,93.0,1.0,1.0
3.713572067,1,1.0,False,40.65067989,-73.96282892,1,100.0,1.0,1.0
5.616771098,4,2.0,True,40.68048832,-73.97302486,17,98.0,2.0,2.0
4.454347296,2,1.0,True,34.09388561,-118.3865065,20,85.0,0.0,1.0
4.382026635,3,1.0,True,38.93564123,-77.03490724,3,100.0,1.0,2.0
5.075173815,6,2.0,True,34.0632658,-118.4520073,17,98.0,2.0,4.0
6.309918278,6,2.0,True,40.71674663,-73.96225895,1,100.0,3.0,3.0
4.49980967,3,1.0,False,40.8143264,-73.9438556,23,94.0,0.0,1.0
4.787491743,2,1.0,True,34.08654903,-118.3764927,4,100.0,2.0,2.0
4.248495242,2,1.0,False,40.8328531,-73.93930708,96,90.0,1.0,1.0
5.192956851,4,1.0,True,38.89571771,-76.99231336,22,100.0,1.0,2.0
4.795790546,2,1.0,True,38.89309631,-76.9983459,126,97.0,1.0,1.0
3.912023005,2,1.0,True,34.01538733,-118.4174927,6,97.0,1.0,1.0
5.298317367,2,1.0,True,40.74244147,-73.99780596,9,100.0,0.0,1.0
4.59511985,2,1.0,True,37.78696737,-122.4325896,1,100.0,1.0,1.0
4.828313737,4,1.0,True,40.66480109,-73.99409724,5,96.0,1.0,2.0
4.779123493,5,2.0,True,33.98899119,-117.918304,9,95.0,2.0,2.0
4.382026635,2,1.0,True,40.68112064,-73.93318174,67,99.0,1.0,1.0
5.075173815,4,1.0,False,33.77134569,-118.1975014,1,100.0,0.0,2.0
4.744932128,2,1.0,True,40.73252435,-73.95495848,21,100.0,1.0,1.0
5.298317367,6,1.0,True,40.86888093,-73.9218335,6,88.0,1.0,3.0
3.912023005,1,1.0,True,40.84421692,-73.93995582,45,98.0,1.0,1.0
4.828313737,2,1.5,True,40.72961791,-73.98120581,49,97.0,1.0,1.0
4.691347882,7,1.0,True,33.92716994,-118.3637909,23,79.0,3.0,4.0
4.744932128,3,1.0,False,40.80617244,-73.94150221,38,95.0,0.0,1.0
4.86753445,4,1.0,True,40.67792731,-73.99530901,39,86.0,0.0,2.0
4.700480366,2,1.0,True,42.31842255,-71.10550531,6,97.0,1.0,1.0
4.615120517,3,1.0,True,33.92421699,-118.4185019,2,100.0,1.0,1.0
5.700443573,6,2.0,True,34.09481397,-118.3776761,1,100.0,2.0,3.0
7.244227516,10,4.5,False,42.34241483,-71.07451934,4,100.0,5.0,6.0
4.997212274,4,1.0,True,40.78389849,-73.97403447,10,98.0,1.0,2.0
4.736198448,4,1.0,True,40.66911656,-73.94337011,11,93.0,1.0,3.0
5.198497031,2,1.0,True,40.75919801,-73.99133283,37,97.0,1.0,1.0
3.912023005,1,0.0,True,40.81041595,-73.95830269,4,85.0,1.0,1.0
5.746203191,8,2.0,True,34.14202008,-118.4281029,4,100.0,3.0,4.0
4.727387819,4,1.0,True,40.67293582,-73.95810017,3,100.0,2.0,2.0
4.905274778,3,1.0,True,40.82611707,-73.95216407,28,96.0,1.0,1.0
4.605170186,2,1.0,True,40.77482494,-73.95597686,12,95.0,1.0,1.0
5.793013608,3,1.0,True,37.75886842,-122.4356478,121,99.0,1.0,2.0
4.574710979,2,1.0,True,40.82807435,-73.94729205,7,94.0,0.0,1.0
5.010635294,2,1.0,True,34.03089288,-118.8277222,6,100.0,0.0,1.0
3.737669618,1,1.0,False,40.79347355,-73.94646161,100,93.0,1.0,4.0
4.744932128,2,1.0,True,40.73897042,-73.98104158,95,94.0,1.0,1.0
4.48863637,2,1.0,True,41.9672677,-87.65664228,2,90.0,0.0,1.0
5.075173815,3,1.0,False,42.34322308,-71.07211085,5,92.0,1.0,1.0
4.189654742,4,1.0,True,40.7534167,-73.92370176,1,80.0,1.0,2.0
5.521460918,4,1.0,True,40.71544256,-73.99052139,1,100.0,1.0,1.0
4.605170186,2,1.0,False,34.1848856,-118.1526304,1,100.0,1.0,1.0
5.075173815,4,1.0,False,34.10323533,-118.3494483,8,98.0,0.0,2.0
4.49980967,3,1.0,True,40.7973284,-73.93955101,128,91.0,1.0,1.0
5.793013608,10,2.0,True,42.32952457,-71.05162496,28,94.0,3.0,6.0
5.068904202,4,1.0,True,42.35873038,-71.06908221,36,98.0,1.0,2.0
4.317488114,1,1.0,True,34.08096468,-118.3588814,17,88.0,1.0,1.0
5.003946306,4,1.0,True,34.09855027,-118.3475813,70,89.0,1.0,2.0
4.49980967,2,1.0,False,34.08740281,-118.3606958,59,98.0,1.0,1.0
5.899897354,3,1.0,False,40.72832446,-73.9851955,29,91.0,1.0,1.0
4.17438727,2,1.0,True,40.70067806,-73.91984824,3,90.0,1.0,1.0
4.025351691,1,1.0,True,40.66185109,-73.95975224,30,98.0,1.0,1.0
4.86753445,3,1.0,True,40.7442912,-73.99984056,5,100.0,1.0,1.0
3.610917913,1,1.0,False,41.91876694,-87.68873396,27,98.0,1.0,1.0
5.393627546,4,1.0,True,34.08339809,-118.2649494,51,100.0,2.0,2.0
4.406719247,2,1.0,True,33.97442307,-118.4599845,203,92.0,1.0,1.0
5.521460918,5,2.0,False,40.68596977,-73.93052183,1,80.0,3.0,3.0
4.248495242,2,1.0,False,38.93659494,-77.0258483,87,90.0,1.0,1.0
4.828313737,2,1.0,True,40.68910365,-73.98798377,92,91.0,1.0,1.0
5.298317367,5,1.0,True,40.76009211,-73.9893727,1,100.0,2.0,2.0
4.59511985,4,1.0,True,40.7094941,-73.91497205,4,100.0,1.0,2.0
4.304065093,2,1.0,True,33.86419067,-118.3863946,19,99.0,1.0,1.0
3.912023005,2,1.0,False,34.08114277,-118.2708519,33,96.0,1.0,1.0
5.59471138,5,2.0,True,34.10584462,-118.3233044,3,87.0,2.0,3.0
4.248495242,4,1.0,False,41.86767127,-87.68674098,44,97.0,1.0,3.0
5.666426688,1,1.0,True,37.79291344,-122.4172641,1,100.0,1.0,1.0
4.406719247,3,1.0,True,40.67162578,-73.94264923,1,100.0,1.0,1.0
5.010635294,2,1.0,True,40.67641596,-73.95864982,2,100.0,1.0,1.0
4.934473933,4,1.0,True,38.9125166,-77.02909001,52,96.0,1.0,2.0
4.007333185,5,1.0,True,34.08762074,-118.3256567,3,90.0,1.0,3.0
4.094344562,1,1.0,False,42.33454903,-71.10296058,2,100.0,1.0,1.0
5.192956851,5,1.0,True,40.68334591,-73.99020379,119,94.0,2.0,3.0
5.099866428,5,1.0,True,40.67010418,-73.98917243,16,100.0,2.0,3.0
4.700480366,2,1.0,True,33.99834175,-118.4730192,320,98.0,1.0,1.0
5.342334252,6,2.0,True,41.8956294,-87.66165608,41,99.0,2.0,2.0
4.49980967,1,1.0,True,40.71065161,-73.95114711,10,96.0,1.0,1.0
4.369447852,4,1.0,True,38.92748211,-77.02519275,15,97.0,2.0,3.0
4.905274778,2,1.0,True,40.76197143,-73.99307827,72,92.0,1.0,1.0
5.129898715,3,1.0,True,34.08752459,-118.3080902,16,99.0,1.0,1.0
5.043425117,5,2.0,True,33.98022119,-118.43679,2,80.0,2.0,3.0
4.532599493,4,1.0,False,40.74460541,-73.92003929,63,99.0,1.0,3.0
3.663561646,3,1.5,True,33.96210916,-118.3628374,20,100.0,1.0,1.0
5.220355825,3,1.0,True,34.0847473,-118.3673553,4,100.0,1.0,1.0
4.317488114,3,1.0,False,40.76062163,-73.91749525,42,98.0,1.0,1.0
5.347107531,5,1.0,True,40.74852509,-73.9506786,13,89.0,2.0,2.0
4.17438727,1,1.5,True,40.66242259,-73.98102531,2,100.0,2.0,2.0
4.248495242,1,1.0,True,40.79939107,-73.967524,1,100.0,1.0,1.0
4.158883083,2,1.0,True,41.90526005,-87.66782714,22,97.0,1.0,1.0
3.496507561,1,1.0,False,37.78765676,-122.4204701,24,88.0,1.0,6.0
3.951243719,2,2.0,True,42.30795407,-71.06525857,12,98.0,1.0,1.0
4.605170186,2,1.0,False,40.7313584,-73.98301014,3,80.0,1.0,1.0
5.241747015,10,2.0,True,41.88192519,-87.62616221,11,98.0,2.0,5.0
3.912023005,3,1.0,True,41.91855227,-87.75299242,18,91.0,1.0,2.0
4.59511985,4,1.0,True,34.19157916,-118.3703742,6,100.0,1.0,1.0
5.38907173,6,2.0,True,34.04608686,-118.4526413,6,100.0,2.0,2.0
4.007333185,2,1.0,True,40.68677529,-73.94467239,3,93.0,1.0,1.0
5.298317367,2,1.0,True,40.72121495,-73.98533609,16,96.0,0.0,2.0
5.220355825,2,1.0,True,38.91327123,-77.06427328,1,100.0,1.0,1.0
4.744932128,3,1.0,False,40.72946903,-73.97929116,17,89.0,1.0,1.0
3.688879454,6,5.0,False,34.24550781,-118.5573144,22,95.0,1.0,6.0
3.912023005,2,1.0,False,38.91164561,-77.03480056,1,100.0,1.0,1.0
6.396929655,2,1.0,False,40.72675541,-73.9937087,1,100.0,1.0,1.0
5.676753802,6,1.0,True,42.36413888,-71.05100864,3,80.0,2.0,3.0
4.941642423,6,2.0,True,40.68701028,-73.9617369,4,90.0,3.0,3.0
4.584967479,1,1.0,True,40.79416537,-73.95100917,181,95.0,1.0,1.0
5.556828062,8,2.0,True,42.3568214,-71.06040834,2,100.0,4.0,4.0
3.891820298,2,1.0,False,40.68952662,-73.93187093,1,100.0,1.0,1.0
5.129898715,6,2.0,True,34.1837561,-118.597595,16,98.0,2.0,4.0
4.317488114,2,1.0,False,40.7115097,-73.81561248,58,95.0,1.0,1.0
4.094344562,1,1.0,False,40.80376903,-73.96534533,1,60.0,1.0,1.0
5.703782475,3,1.0,True,38.87389321,-77.01976735,1,100.0,1.0,1.0
3.583518938,2,1.0,False,42.29464686,-71.08082649,71,93.0,1.0,1.0
4.644390899,2,1.0,False,40.66746061,-73.99408191,1,80.0,1.0,1.0
4.997212274,2,1.0,True,40.76933843,-73.95281053,10,90.0,1.0,1.0
4.442651256,4,1.0,True,40.69590081,-73.75159155,2,100.0,1.0,2.0
5.003946306,3,1.0,True,42.35239352,-71.06511221,13,89.0,0.0,2.0
4.49980967,2,1.0,True,33.77461897,-118.2011055,4,95.0,0.0,2.0
3.33220451,1,1.0,False,41.89978803,-87.67867947,2,100.0,1.0,1.0
4.700480366,2,1.0,False,40.72878509,-73.97959061,1,80.0,1.0,1.0
3.663561646,12,1.0,False,40.58304055,-73.95797612,8,98.0,1.0,9.0
4.59511985,2,1.0,True,40.7325532,-74.00372457,7,100.0,1.0,1.0
6.109247583,5,2.0,True,37.77821633,-122.4581341,11,96.0,3.0,3.0
4.744932128,2,1.0,True,40.69508055,-73.93358712,12,95.0,0.0,2.0
4.007333185,2,1.0,True,40.78585806,-73.84797651,4,95.0,1.0,1.0
4.787491743,2,1.0,True,40.78086638,-73.97811983,1,100.0,0.0,1.0
4.356708827,5,2.0,True,40.66700543,-73.98702888,17,95.0,2.0,2.0
5.010635294,4,1.0,True,40.8131493,-73.94747452,5,96.0,1.0,3.0
4.828313737,2,1.0,True,40.74008464,-74.00270638,24,99.0,1.0,1.0
3.912023005,2,1.0,True,40.74703385,-73.82337946,8,98.0,0.0,1.0
4.86753445,2,1.5,True,38.88434033,-76.98839031,45,100.0,1.0,1.0
4.49980967,5,1.0,True,34.07819221,-118.3112029,5,92.0,2.0,2.0
4.787491743,2,1.0,False,34.16120082,-118.3611961,1,100.0,0.0,1.0
3.555348061,2,3.0,False,34.24724822,-118.546313,15,96.0,1.0,2.0
4.779123493,2,1.5,True,41.93690849,-87.63946308,2,100.0,1.0,1.0
4.59511985,2,1.0,True,34.2000016,-118.4021042,8,97.0,0.0,2.0
3.688879454,1,1.5,False,40.76178277,-73.9498807,1,100.0,1.0,1.0
5.293304825,2,1.0,True,37.79032748,-122.4120852,76,96.0,1.0,1.0
4.369447852,1,1.0,False,42.36662779,-71.05450943,47,98.0,1.0,1.0
5.416100402,5,1.0,True,42.36666891,-71.05642985,63,99.0,2.0,3.0
4.204692619,1,1.0,True,40.75505801,-73.93503587,24,96.0,1.0,1.0
5.164785974,2,1.0,False,40.74237502,-73.97651549,1,100.0,0.0,1.0
5.272999559,5,2.0,True,40.79602219,-73.94923112,16,85.0,2.0,2.0
5.272999559,7,1.5,True,34.11146995,-118.1155548,4,85.0,4.0,5.0
5.416100402,2,1.0,True,33.99472645,-118.4662703,31,96.0,2.0,2.0
3.912023005,2,1.0,False,40.76533927,-73.98515675,14,100.0,1.0,2.0
4.248495242,1,1.0,True,34.09855573,-118.3615486,15,97.0,1.0,1.0
5.298317367,2,1.0,True,37.76612801,-122.4278421,4,100.0,1.0,1.0
4.927253685,3,1.0,True,33.99676959,-118.4503613,1,80.0,1.0,2.0
3.951243719,2,1.0,False,40.69915242,-73.93742936,3,100.0,1.0,1.0
5.768320996,4,1.0,True,34.07097967,-118.3816191,36,93.0,2.0,3.0
4.17438727,1,1.0,True,40.70901265,-73.955417,18,98.0,1.0,1.0
4.317488114,1,1.0,False,40.72210338,-73.9952092,1,100.0,1.0,1.0
3.80666249,1,1.0,False,40.75928864,-73.91729581,1,100.0,1.0,1.0
4.382026635,3,1.0,True,34.07556126,-118.1588344,15,97.0,1.0,2.0
4.077537444,2,1.0,True,40.76582741,-73.91085645,66,99.0,1.0,1.0
4.262679877,1,1.0,False,42.33858849,-71.16031884,1,100.0,1.0,1.0
5.288267031,7,2.0,True,40.67614839,-73.92935141,3,73.0,3.0,4.0
4.077537444,2,1.0,False,34.15436561,-118.4743363,123,96.0,1.0,1.0
4.828313737,2,1.0,True,40.72152124,-73.97761056,4,100.0,0.0,1.0
4.077537444,3,1.0,True,34.10501553,-118.3454493,16,98.0,1.0,3.0
4.691347882,2,1.0,False,40.74454367,-73.94016477,8,97.0,4.0,1.0
4.700480366,2,1.0,True,40.71497854,-73.98098508,20,93.0,1.0,1.0
5.010635294,3,1.0,True,37.78736648,-122.4240915,13,97.0,1.0,1.0
5.241747015,4,1.0,True,34.10716087,-118.3851233,76,97.0,2.0,2.0
5.272999559,4,2.0,True,34.02787923,-118.4751407,11,95.0,3.0,3.0
3.912023005,1,2.0,True,37.71182071,-122.4511186,1,100.0,1.0,1.0
4.382026635,4,1.0,True,34.02506491,-118.1248418,28,93.0,2.0,2.0
4.48863637,2,2.0,True,40.71481214,-73.96262359,6,90.0,1.0,1.0
5.298317367,2,1.0,True,38.9142142,-77.04281006,7,100.0,0.0,1.0
3.912023005,2,1.5,True,40.68663968,-73.92146998,1,100.0,1.0,1.0
4.382026635,2,1.0,True,41.95375922,-87.73744102,1,100.0,1.0,1.0
4.605170186,2,1.0,True,40.71103574,-73.96286937,3,100.0,1.0,1.0
5.043425117,2,1.0,True,40.70875631,-73.94726527,10,100.0,1.0,1.0
6.549650742,8,2.5,True,34.07386761,-118.3678209,5,92.0,3.0,3.0
4.48863637,2,1.0,True,40.71600942,-73.95870277,58,93.0,1.0,1.0
5.370638028,4,1.0,True,34.03037046,-118.3815189,2,100.0,2.0,2.0
4.605170186,2,1.0,True,34.07285528,-118.3832557,1,100.0,1.0,1.0
4.543294782,6,1.0,True,41.89138153,-87.66024931,35,94.0,1.0,3.0
4.110873864,2,1.0,False,40.66793934,-73.96177135,14,91.0,1.0,1.0
4.007333185,2,1.0,True,34.2001287,-118.5765012,19,95.0,1.0,1.0
4.997212274,6,1.0,True,41.89448474,-87.65803979,34,93.0,2.0,2.0
4.442651256,2,1.0,True,40.69554311,-73.92458132,42,98.0,1.0,1.0
6.109247583,3,1.0,True,40.72659892,-73.99373441,5,93.0,1.0,1.0
4.605170186,6,1.0,True,38.93452485,-76.99122311,23,98.0,3.0,3.0
4.077537444,3,1.0,True,34.04937706,-118.4596341,3,87.0,1.0,3.0
4.418840608,4,1.0,True,38.91288733,-77.01061633,5,92.0,1.0,1.0
4.248495242,2,1.0,True,34.15562438,-118.3672371,18,98.0,1.0,1.0
5.075173815,2,1.5,True,40.69098149,-73.979885,4,95.0,1.0,1.0
4.49980967,2,1.0,True,40.72736234,-73.95675851,25,89.0,1.0,1.0
4.382026635,3,1.0,False,34.11889044,-118.2076243,89,97.0,1.0,1.0
5.068904202,2,1.0,True,40.68066313,-73.99096718,12,96.0,0.0,1.0
3.80666249,2,1.0,True,40.83685944,-73.94393321,13,94.0,1.0,1.0
5.298317367,4,1.0,True,40.76209218,-73.990742,62,85.0,1.0,2.0
6.902742737,9,3.5,True,38.88526577,-77.00665645,3,100.0,4.0,4.0
3.912023005,2,1.0,True,40.6814671,-73.97473578,2,90.0,1.0,1.0
4.543294782,2,1.0,True,42.34022256,-71.08298071,8,70.0,0.0,1.0
4.905274778,3,1.0,False,41.93708114,-87.63793283,6,92.0,1.0,1.0
5.703782475,6,1.0,True,33.9862927,-118.4711002,38,91.0,2.0,3.0
5.783825182,6,1.0,True,40.73220679,-74.00184127,4,75.0,2.0,3.0
4.442651256,1,4.0,True,37.78251721,-122.415064,11,80.0,0.0,1.0
5.075173815,6,1.0,True,40.59420947,-73.80042763,25,94.0,2.0,2.0
4.48863637,2,2.0,True,40.74386675,-73.95632491,5,90.0,2.0,2.0
5.247024072,2,1.0,True,40.72745316,-74.00269827,20,93.0,1.0,1.0
5.003946306,4,1.0,True,34.06178552,-118.2898816,5,100.0,1.0,2.0
4.49980967,2,1.0,True,34.12278482,-118.2045131,127,97.0,1.0,2.0
4.96284463,4,1.0,True,34.06665687,-118.3746826,43,93.0,1.0,1.0
6.109247583,6,1.0,True,40.74708438,-74.00358444,17,99.0,2.0,3.0
5.298317367,3,1.0,True,37.76717926,-122.4266679,5,92.0,1.0,1.0
4.787491743,1,1.0,True,40.76248162,-73.99229458,15,96.0,1.0,1.0
4.787491743,2,1.0,True,40.7606682,-73.98990599,3,100.0,0.0,1.0
5.010635294,2,1.0,False,34.08983299,-118.3567503,1,100.0,1.0,1.0
5.298317367,4,1.5,True,38.9103092,-77.05334521,31,97.0,2.0,2.0
4.442651256,4,1.0,True,40.64180727,-73.95219825,71,99.0,1.0,2.0
4.49980967,2,1.0,True,34.07693807,-118.2785542,47,98.0,1.0,1.0
3.526360525,2,1.0,True,40.67500428,-73.9656001,2,100.0,1.0,1.0
3.970291914,2,1.0,True,33.92099155,-118.4193173,22,99.0,1.0,1.0
4.007333185,2,1.0,True,40.77954418,-73.9483301,2,100.0,1.0,1.0
4.605170186,3,1.0,True,41.89227361,-87.63404623,27,94.0,1.0,1.0
3.80666249,2,1.0,False,40.70127758,-73.92666068,7,80.0,1.0,1.0
4.912654886,4,1.0,True,40.7944525,-73.93307302,72,91.0,1.0,1.0
5.003946306,2,2.0,False,42.34718667,-71.04107052,123,98.0,1.0,2.0
4.605170186,2,1.0,True,41.92413456,-87.69912644,29,92.0,1.0,1.0
4.997212274,8,1.0,False,40.69457871,-73.96756857,42,85.0,1.0,5.0
6.395261598,12,2.0,True,41.89980171,-87.63823006,6,100.0,3.0,6.0
4.442651256,1,1.0,True,40.78749893,-73.9467547,5,100.0,2.0,1.0
5.298317367,2,1.0,True,37.74760042,-122.4072652,6,100.0,1.0,1.0
4.17438727,4,1.0,True,42.27203593,-71.07757465,3,93.0,1.0,2.0
3.555348061,2,1.5,True,34.12918291,-117.9773529,6,97.0,1.0,1.0
